StudyHours,Attendance,InternalMarks,PreviousScore,TotalMarks,Result
0.87,70.12,22.89,75.47,105.34,1
0.79,84.67,21.35,57.33,99.3,1
4.19,55.67,20.31,48.64,102.19,1
2.02,98.45,10.47,65.87,100.14,1
0.72,60.41,28.79,38.91,91.12,1
7.68,40.53,22.88,44.44,118.83,1
4.86,62.62,11.83,89.46,116.68,1
3.25,77.53,10.42,64.55,98.42,1
9.05,88.26,11.02,81.1,146.68,1
1.6,62.11,22.19,76.54,106.0,1
9.58,71.55,22.28,65.66,152.35,1
3.48,48.71,19.99,78.85,109.77,1
8.94,75.21,16.14,40.1,127.98,1
6.23,99.02,20.63,64.6,140.23,1
8.35,33.43,20.33,61.34,124.64,1
9.85,92.06,10.39,63.57,143.29,1
3.24,69.36,15.65,31.8,86.56,1
9.63,47.65,11.06,39.41,113.14,1
4.2,96.84,28.0,40.07,125.97,1
4.16,63.83,24.5,62.14,118.31,1
3.73,53.22,29.92,88.08,132.59,1
5.64,42.7,16.04,86.78,118.37,1
1.96,47.11,27.57,35.9,89.91,1
5.76,88.3,22.06,41.34,123.64,1
5.65,73.01,19.06,22.52,102.95,1
7.74,93.93,14.45,47.92,129.65,1
8.42,46.24,24.77,78.43,145.39,1
4.68,38.48,28.08,84.1,127.64,1
3.37,30.43,14.71,36.55,72.73,1
2.96,65.55,13.51,38.61,83.55,1
2.35,99.88,23.92,35.46,107.66,1
1.05,78.65,29.54,44.51,104.32,1
3.75,51.59,25.0,76.33,118.8,1
3.07,91.38,15.69,65.28,111.15,1
9.68,84.72,18.4,75.02,157.08,1
5.8,31.08,17.69,60.81,104.17,1
3.8,87.18,27.04,38.04,117.25,1
6.01,51.04,25.43,35.96,112.6,1
1.82,40.48,21.78,20.63,70.1,1
4.72,45.84,15.5,74.67,107.24,1
6.45,62.8,28.76,79.3,146.61,1
5.14,59.74,23.07,73.78,126.23,1
4.32,50.22,29.41,25.21,102.73,1
9.94,42.06,21.6,73.36,145.54,1
8.86,83.36,26.42,23.2,137.73,1
6.42,99.31,26.26,27.39,131.33,1
5.91,84.45,16.75,50.83,119.78,1
6.4,50.72,29.28,53.33,129.27,1
2.41,47.14,10.44,77.13,87.54,1
4.25,45.24,25.37,67.57,115.44,1
0.87,39.57,29.31,30.73,80.38,1
5.02,68.59,16.78,35.83,100.64,1
5.66,72.38,22.96,40.0,117.35,1
2.66,79.39,21.24,28.66,93.91,1
9.66,77.61,25.23,40.14,146.92,1
9.14,50.46,27.32,71.0,151.5,1
7.36,53.12,22.06,36.9,116.95,1
5.57,77.71,26.32,78.48,143.22,1
8.76,54.46,16.25,52.87,125.15,1
1.74,44.88,14.57,42.61,71.55,1
8.01,56.2,18.61,48.87,122.89,1
1.69,49.05,23.55,69.66,99.92,1
8.05,36.18,13.74,56.18,111.47,1
3.12,88.11,23.61,20.51,99.63,1
8.83,89.72,17.88,84.56,157.97,1
9.47,45.38,25.91,24.62,126.15,1
1.91,34.53,10.74,85.7,84.23,1
4.9,81.72,23.36,21.97,108.11,1
9.82,44.81,23.0,73.97,148.33,1
5.09,57.54,28.82,57.43,125.5,1
8.7,34.49,24.27,55.4,130.1,1
6.09,45.84,25.93,25.09,106.32,1
4.07,85.5,28.09,36.71,119.11,1
3.21,86.31,23.5,74.43,126.25,1
2.43,44.5,15.8,82.39,97.28,1
7.74,53.51,27.4,57.04,137.46,1
4.17,39.4,24.95,44.73,100.57,1
5.36,35.19,18.49,24.2,86.07,1
5.18,99.45,24.21,67.75,141.05,1
5.98,75.89,27.35,39.49,127.01,1
8.72,67.95,29.51,23.85,135.69,1
9.82,83.58,29.05,66.61,169.23,1
4.37,88.81,16.51,54.0,113.51,1
8.36,86.47,18.43,20.84,122.81,1
7.76,31.16,12.19,27.76,91.19,1
5.95,43.08,14.95,68.94,109.83,1
9.58,75.84,27.65,24.46,141.52,1
2.4,56.3,17.22,80.62,103.06,1
1.54,98.77,22.41,41.79,103.26,1
8.61,76.58,23.32,26.21,130.38,1
4.67,96.96,25.64,73.18,141.85,1
8.55,44.1,13.66,56.71,117.79,1
8.98,90.48,16.1,41.46,134.95,1
1.09,52.49,18.97,48.43,80.21,1
8.89,99.27,17.3,21.5,129.75,1
4.76,41.04,29.66,66.39,122.66,1
5.35,66.14,26.7,45.6,121.41,1
6.45,85.5,19.59,69.98,137.28,1
9.3,60.28,27.59,63.97,153.28,1
0.68,62.77,16.95,65.59,87.41,1
5.03,99.04,25.72,75.5,146.13,1
7.03,59.77,14.47,64.18,119.88,1
7.37,72.29,25.45,49.31,135.97,1
7.08,33.82,19.13,47.29,108.35,1
1.78,88.95,12.15,28.37,78.67,1
3.34,75.37,15.47,74.56,110.67,1
3.91,58.28,18.05,73.28,110.49,1
8.14,31.13,24.99,37.24,117.4,1
3.15,71.42,11.46,80.39,104.85,1
2.5,30.89,23.19,61.23,92.76,1
9.6,30.08,24.32,53.51,132.87,1
0.58,73.13,23.08,21.22,77.96,1
9.98,43.23,25.21,46.79,138.38,1
6.93,43.43,13.56,64.85,111.72,1
8.37,75.73,21.74,26.28,126.26,1
3.3,33.76,28.82,52.17,102.62,1
0.64,51.94,22.22,89.54,102.72,1
7.51,40.46,22.23,70.16,129.67,1
8.42,70.61,24.73,58.28,145.0,1
7.53,76.32,16.66,57.31,129.35,1
1.86,80.48,24.01,23.06,90.9,1
7.66,47.87,28.32,87.01,151.09,1
7.8,36.25,10.22,84.97,119.12,1
6.76,35.51,27.4,67.77,129.75,1
7.78,59.83,14.37,26.93,105.63,1
8.54,96.21,19.12,34.55,135.68,1
6.33,45.24,27.05,32.87,113.09,1
1.34,47.97,26.48,56.37,95.13,1
5.13,37.06,27.84,34.55,104.64,1
1.24,72.39,28.81,68.71,113.97,1
4.37,77.59,18.94,58.17,114.75,1
4.37,75.01,23.13,21.24,101.54,1
1.13,90.28,17.81,72.08,105.65,1
3.81,64.05,17.01,33.22,90.6,1
1.55,39.41,18.63,77.74,91.88,1
8.18,50.26,24.86,44.85,128.9,1
9.5,76.37,20.03,43.7,139.44,1
1.19,72.92,26.28,20.83,86.14,1
9.57,67.17,24.9,89.14,166.21,1
5.46,77.81,10.41,62.84,110.92,1
3.35,74.62,22.6,49.59,108.64,1
1.23,91.69,18.73,26.76,85.53,1
5.26,71.02,19.13,68.94,123.13,1
8.05,84.5,26.37,39.79,141.55,1
7.22,47.41,20.95,89.18,138.3,1
0.98,77.47,27.71,86.54,121.7,1
1.19,93.15,24.26,71.47,116.52,1
4.33,57.0,21.06,87.98,124.36,1
3.31,84.54,25.09,27.39,105.01,1
2.71,80.74,10.77,39.59,84.51,1
3.17,34.17,10.54,37.73,67.36,1
8.13,70.71,11.67,25.04,107.09,1
9.33,39.11,18.75,88.06,143.78,1
4.35,97.71,14.71,24.2,99.35,1
9.11,86.8,29.69,79.97,173.9,1
3.55,37.68,20.85,73.77,104.53,1
5.03,38.52,23.25,46.31,103.62,1
2.65,71.61,15.58,21.32,78.57,1
6.58,54.14,16.44,20.43,96.01,1
9.8,32.44,16.71,34.28,113.98,1
6.23,67.91,23.97,54.57,127.78,1
3.9,57.15,19.47,52.05,101.49,1
6.65,37.08,20.35,60.97,115.74,1
1.67,86.13,21.84,74.04,114.25,1
8.94,94.06,25.38,46.41,152.54,1
5.28,82.96,11.81,31.23,98.19,1
4.77,87.57,25.54,76.0,139.96,1
6.07,45.15,21.26,43.29,108.02,1
6.44,48.45,23.38,40.08,113.13,1
1.18,44.6,16.55,73.5,86.5,1
6.98,83.55,18.19,85.39,145.28,1
2.8,96.35,14.62,84.05,119.29,1
7.28,80.18,29.59,29.62,134.95,1
8.31,91.7,19.94,55.22,144.06,1
8.14,74.71,29.92,26.5,136.85,1
5.75,57.14,19.8,87.27,130.69,1
5.44,59.8,14.4,35.07,95.7,1
1.86,35.27,20.15,33.82,72.4,1
7.87,32.2,10.79,82.22,117.4,1
3.08,78.68,28.1,87.75,135.98,1
5.22,60.69,26.37,68.83,129.57,1
3.2,68.66,24.52,28.47,97.68,1
1.77,69.04,22.2,54.01,98.54,1
6.48,49.42,21.6,77.16,129.63,1
1.02,63.31,29.93,60.07,106.37,1
7.61,62.95,15.56,29.28,108.82,1
3.52,57.19,25.59,32.03,98.4,1
0.5,87.45,21.63,80.49,110.67,1
5.36,61.58,29.52,56.89,129.52,1
0.95,72.26,26.56,69.41,109.15,1
3.12,92.69,29.97,46.11,123.81,1
7.22,90.64,21.77,57.27,140.87,1
1.1,92.33,14.09,88.4,108.87,1
8.47,48.9,20.07,43.08,122.02,1
0.54,32.45,24.22,67.24,86.17,1
2.84,48.27,25.49,32.08,90.62,1
7.54,49.51,10.01,28.52,94.32,1
3.5,93.66,20.1,74.85,126.04,1
1.47,75.45,14.7,79.09,100.6,1
3.92,35.72,27.5,66.78,112.45,1
3.07,39.48,13.06,31.07,69.34,1
8.51,40.9,23.33,36.84,120.84,1
3.48,74.13,15.32,83.78,115.4,1
7.99,81.48,17.13,40.21,126.33,1
8.97,90.18,28.81,77.32,171.77,1
4.62,95.84,14.81,40.02,108.28,1
9.14,44.12,11.9,85.76,133.22,1
4.08,51.68,11.39,84.01,104.24,1
9.66,46.82,20.09,23.03,118.34,1
1.35,55.11,22.83,73.93,101.35,1
7.03,94.03,16.55,31.86,120.55,1
5.19,70.26,23.81,35.07,112.49,1
4.18,81.67,11.22,52.19,100.67,1
6.51,64.31,27.15,60.34,135.68,1
7.19,32.02,26.33,42.81,116.85,1
0.54,34.49,29.71,60.28,91.74,1
2.09,67.65,28.73,31.95,98.67,1
7.27,80.32,17.12,21.56,112.21,1
6.83,45.07,17.99,59.99,115.99,1
9.68,80.53,24.92,56.22,155.78,1
7.73,86.75,12.68,68.28,134.24,1
9.53,58.83,16.28,65.49,137.88,1
7.17,82.25,12.37,82.82,135.88,1
3.33,58.28,19.1,52.16,98.02,1
1.5,77.48,21.04,20.59,81.85,1
7.93,83.48,14.22,64.15,134.38,1
6.62,99.43,10.53,67.26,128.92,1
0.96,54.18,24.39,56.5,92.27,1
3.92,58.77,10.4,68.25,96.75,1
9.59,41.59,29.47,42.65,139.71,1
5.25,44.29,14.43,30.42,86.07,1
4.61,78.54,23.28,66.52,127.26,1
4.85,94.19,18.7,37.16,113.41,1
2.48,57.62,11.19,51.94,80.68,1
4.0,42.59,19.44,54.41,97.4,1
4.01,49.96,20.34,53.4,101.25,1
1.0,61.85,27.09,61.89,102.32,1
7.79,50.35,24.65,22.06,114.88,1
4.46,46.35,11.59,89.28,107.32,1
8.31,81.52,14.18,70.14,138.81,1
8.58,30.55,16.24,49.78,112.95,1
2.51,67.75,12.33,33.39,77.35,1
6.74,85.56,19.14,25.61,116.18,1
4.99,48.64,29.69,67.05,127.46,1
8.86,72.23,20.29,42.19,133.58,1
2.55,76.82,24.84,36.06,101.32,1
6.94,75.85,23.66,46.6,130.77,1
6.27,61.21,27.0,61.5,133.35,1
3.31,54.26,14.31,67.02,96.54,1
1.8,88.51,25.08,65.16,116.4,1
6.69,83.09,27.63,80.43,155.04,1
7.52,52.49,13.43,35.31,103.92,1
3.5,37.21,16.94,64.57,93.58,1
6.63,35.03,29.4,27.08,111.43,1
4.25,36.6,25.62,58.36,107.75,1
7.28,70.8,15.65,60.88,125.92,1
2.39,33.62,21.28,35.14,77.28,1
8.96,53.58,18.09,47.42,126.04,1
3.23,82.72,19.8,77.9,121.12,1
3.99,50.6,17.1,30.39,85.02,1
1.05,83.43,15.59,50.42,88.27,1
1.56,82.18,23.5,85.29,120.13,1
5.4,47.21,25.57,55.29,117.28,1
3.04,81.02,27.48,70.76,127.25,1
8.44,82.34,13.11,77.88,142.18,1
0.64,57.82,26.46,34.26,83.79,1
4.1,44.73,15.1,35.28,82.78,1
3.7,66.49,18.55,73.1,113.17,1
0.68,94.5,28.03,72.73,120.29,1
1.68,74.77,19.09,24.21,80.73,1
4.43,42.1,13.94,42.57,85.62,1
5.18,77.79,13.2,47.9,105.95,1
4.34,59.9,19.46,78.03,118.2,1
5.54,71.41,25.25,49.53,124.44,1
6.15,81.38,29.94,84.82,156.77,1
0.59,66.05,25.75,89.76,113.46,1
4.91,86.98,27.54,74.65,142.89,1
9.65,80.55,24.96,66.65,160.88,1
5.43,73.06,27.91,47.43,127.38,1
6.94,40.56,11.53,24.69,87.5,1
3.46,88.52,28.6,60.12,129.13,1
7.85,95.51,17.93,45.32,134.86,1
7.84,39.59,28.43,44.56,127.8,1
5.45,64.18,11.51,68.14,109.71,1
9.77,48.12,24.3,52.45,140.54,1
1.69,82.82,24.71,72.65,116.66,1
0.66,80.51,29.94,47.87,105.01,1
7.82,39.86,25.38,30.56,116.21,1
8.17,91.39,17.65,52.29,138.2,1
1.64,42.67,21.14,86.57,101.9,1
3.02,85.81,17.33,76.11,116.49,1
0.67,61.99,13.92,34.4,66.9,1
3.29,52.98,14.97,47.39,87.08,1
7.84,41.08,14.44,84.95,127.61,1
5.42,41.73,20.98,28.66,95.01,1
3.81,76.33,28.12,37.78,114.46,1
4.03,68.53,28.25,38.36,113.15,1
0.51,38.55,11.1,59.97,65.11,1
3.35,37.89,11.6,48.75,77.03,1
6.64,35.06,14.9,25.59,89.01,1
9.75,82.06,15.1,64.04,145.99,1
8.55,79.83,11.9,26.94,114.55,1
0.72,34.09,17.77,62.45,75.84,1
9.04,69.22,21.75,55.49,142.3,1
7.94,35.93,21.56,54.56,121.63,1
7.91,93.26,20.87,24.72,128.43,1
4.85,93.5,16.77,64.75,124.03,1
4.28,78.88,24.13,50.19,118.52,1
3.38,94.83,26.53,48.78,122.4,1
1.12,86.8,16.93,61.75,97.71,1
2.67,88.0,11.71,62.44,100.0,1
2.84,69.88,15.93,21.05,79.41,1
5.1,51.42,12.75,28.77,84.68,1
7.6,45.25,19.35,36.56,111.0,1
5.0,52.9,13.12,67.46,104.57,1
1.05,73.99,19.26,60.37,94.97,1
9.6,42.09,14.42,73.03,132.58,1
9.46,48.1,24.77,71.84,149.07,1
7.96,62.76,10.55,79.72,128.55,1
9.92,46.31,21.09,46.38,132.87,1
5.67,71.21,13.39,44.15,104.66,1
9.65,94.62,10.02,78.17,149.86,1
1.22,82.37,27.38,36.63,99.65,1
3.97,76.65,23.43,52.28,115.76,1
2.64,70.79,11.98,33.6,78.93,1
2.36,64.16,23.28,83.97,116.73,1
1.84,43.06,22.23,48.55,85.88,1
6.41,92.63,19.47,34.87,122.15,1
7.92,47.4,18.39,68.44,128.28,1
5.99,36.39,27.74,37.13,110.67,1
1.9,82.5,14.9,86.05,109.78,1
8.21,42.29,17.97,45.73,116.0,1
6.54,56.03,16.58,66.52,119.78,1
4.19,31.98,25.42,44.17,98.15,1
6.9,39.59,28.33,76.51,137.99,1
2.97,42.12,27.0,82.78,116.56,1
3.78,33.81,25.95,75.15,112.7,1
9.22,75.97,29.74,79.39,170.01,1
3.26,88.59,23.94,27.13,104.47,1
4.96,56.13,25.02,84.68,132.08,1
8.96,91.22,29.66,63.7,166.59,1
7.22,44.93,10.14,80.85,116.93,1
1.09,52.78,22.68,67.91,95.63,1
1.9,40.55,24.78,34.13,81.85,1
0.57,73.44,28.36,62.67,106.67,1
6.49,59.39,27.68,26.37,117.4,1
4.75,72.93,26.84,68.7,132.28,1
1.78,83.32,28.92,48.63,111.7,1
9.6,68.2,20.75,30.62,131.32,1
5.53,73.93,10.14,88.55,122.24,1
2.8,95.47,10.22,83.08,111.86,1
5.26,50.93,20.89,82.55,124.54,1
6.96,55.14,18.71,75.22,129.49,1
1.22,80.24,19.02,68.44,102.17,1
3.11,72.79,18.01,65.86,107.72,1
8.17,42.5,28.35,27.43,122.26,1
4.87,56.33,17.18,83.04,119.04,1
5.69,62.75,27.12,81.68,140.76,1
4.61,59.36,28.06,72.35,129.67,1
0.92,42.48,19.99,84.91,94.95,1
2.07,94.71,18.94,58.72,108.07,1
4.73,83.36,25.22,51.33,125.22,1
2.49,63.69,24.16,87.76,120.54,1
0.97,77.6,16.57,52.49,87.96,1
8.51,92.81,12.05,64.89,138.7,1
9.82,39.53,15.3,46.11,120.74,1
8.03,47.53,12.62,64.54,118.39,1
8.61,67.99,15.89,70.41,137.9,1
2.8,85.93,15.24,63.73,105.9,1
9.63,32.54,22.75,56.02,132.93,1
2.37,98.88,29.09,41.01,117.91,1
9.54,61.84,23.71,65.07,150.08,1
9.95,55.15,28.53,83.59,166.35,1
7.26,50.49,25.68,20.48,112.52,1
9.82,42.2,24.56,29.38,127.33,1
5.91,85.41,18.28,28.38,111.23,1
2.97,96.88,16.5,84.62,123.63,1
4.65,58.96,26.93,66.39,125.07,1
6.14,96.67,28.11,86.63,160.99,1
1.19,87.67,19.04,60.8,101.17,1
6.41,63.67,10.18,52.32,105.36,1
9.82,77.18,25.85,75.46,166.3,1
2.31,60.45,15.7,31.27,77.23,1
8.03,69.11,10.2,46.69,114.47,1
9.13,34.06,26.1,52.64,133.87,1
9.47,78.74,20.35,40.89,139.29,1
9.62,33.7,23.7,45.99,129.74,1
5.45,87.2,28.29,25.47,122.75,1
9.78,87.75,20.82,33.86,141.94,1
7.69,46.6,20.06,43.48,116.61,1
2.04,52.66,15.81,75.71,94.87,1
5.03,63.69,16.1,32.77,96.19,1
7.32,71.77,25.93,44.26,133.65,1
2.85,50.11,18.98,24.54,77.88,1
6.59,71.47,13.27,59.0,117.53,1
6.83,50.85,11.89,62.79,110.55,1
2.05,33.88,19.46,80.59,95.34,1
5.87,30.18,19.3,77.34,114.91,1
7.83,37.08,23.07,39.98,116.41,1
5.24,85.46,19.42,29.59,109.55,1
0.61,97.3,12.87,30.93,77.35,1
0.59,59.89,20.16,87.83,101.65,1
3.89,65.89,28.14,67.13,125.47,1
9.3,40.28,13.19,22.98,103.19,1
2.67,68.57,23.8,29.57,93.93,1
6.53,40.13,21.88,54.01,115.06,1
2.61,72.79,24.97,34.55,99.51,1
3.56,95.33,13.01,76.26,117.14,1
8.56,43.7,28.83,60.13,142.15,1
7.42,83.52,22.42,62.88,143.0,1
1.41,31.65,26.94,52.4,87.73,1
4.57,56.28,14.93,37.92,91.29,1
0.78,37.75,24.79,61.26,87.6,1
5.07,54.67,25.62,70.19,125.81,1
6.79,42.15,17.95,45.97,107.51,1
1.63,56.13,17.68,55.35,86.43,1
3.24,59.23,23.16,78.78,117.26,1
4.28,51.04,11.87,30.41,79.11,1
9.24,75.96,24.71,58.17,151.97,1
9.94,94.32,10.86,44.39,135.85,1
0.93,58.04,13.81,69.2,84.11,1
7.73,43.46,23.28,21.32,109.34,1
4.03,48.95,11.97,66.93,95.18,1
4.23,89.78,29.44,27.2,119.05,1
7.67,70.01,27.37,24.53,127.34,1
9.23,61.85,22.53,70.72,149.28,1
9.53,40.47,26.38,64.82,145.35,1
5.98,61.48,27.75,82.65,143.42,1
3.89,49.49,15.19,56.38,94.11,1
7.98,96.02,26.99,57.1,155.32,1
2.88,91.88,13.9,69.49,109.63,1
5.86,35.87,18.27,42.64,98.23,1
3.91,66.17,21.17,22.58,92.97,1
6.74,45.75,24.28,36.1,113.21,1
2.78,58.75,10.6,36.66,74.41,1
2.32,91.38,15.81,43.5,95.94,1
9.22,66.93,22.17,86.04,158.37,1
1.47,53.4,17.15,76.34,94.08,1
5.31,44.55,25.5,85.52,130.69,1
2.6,86.02,23.03,89.9,129.5,1
0.87,73.72,14.69,50.36,81.92,1
0.84,62.76,12.92,35.9,67.47,1
2.16,45.22,22.58,59.2,94.52,1
8.73,53.4,19.01,81.68,143.1,1
3.18,97.19,13.38,52.6,104.33,1
9.53,66.41,16.53,55.38,136.23,1
6.03,58.05,16.06,29.41,98.2,1
4.65,66.5,12.16,49.43,97.46,1
6.01,84.53,20.94,47.09,124.83,1
5.41,53.81,25.27,44.62,114.2,1
7.71,42.51,21.51,82.11,136.58,1
3.18,70.95,26.53,24.15,99.33,1
3.85,76.56,12.55,88.05,116.57,1
8.99,79.89,18.71,20.58,124.25,1
9.49,91.74,22.19,86.19,170.02,1
8.98,55.98,23.52,58.36,140.73,1
4.48,35.27,23.92,69.17,111.45,1
7.91,97.08,24.58,33.1,139.71,1
5.03,60.45,23.03,65.79,121.8,1
5.23,73.63,11.88,81.74,119.52,1
2.44,76.64,23.91,29.76,96.04,1
6.12,68.26,24.5,28.9,115.22,1
2.27,44.37,29.87,41.28,96.81,1
3.65,82.86,23.87,31.32,106.51,1
8.62,86.26,23.74,27.75,135.71,1
2.47,68.71,20.3,67.48,106.49,1
1.18,64.2,27.36,34.97,91.29,1
1.16,37.98,29.94,66.69,100.41,1
9.44,35.88,25.58,80.34,149.53,1
5.32,53.77,22.25,65.64,119.62,1
4.39,51.76,11.58,28.36,78.59,1
8.2,96.76,24.53,60.15,154.77,1
8.44,84.85,24.17,47.55,144.61,1
3.66,76.19,25.51,44.04,112.72,1
7.09,66.24,12.49,42.3,108.92,1
7.83,41.72,23.07,85.06,140.8,1
6.72,98.49,15.91,71.98,139.57,1
1.94,56.25,25.21,29.37,86.64,1
8.82,37.48,14.81,53.32,116.79,1
5.62,64.57,23.68,42.28,116.21,1
3.18,91.18,15.9,88.46,123.63,1
4.54,92.11,10.18,88.46,123.58,1
0.86,30.77,22.67,42.37,72.66,1
1.71,92.04,12.27,44.65,87.81,1
7.77,49.0,23.19,61.96,131.98,1
0.5,32.73,28.51,53.55,85.63,1
4.46,89.35,29.38,34.92,124.03,1
5.46,90.47,14.72,66.23,124.14,1
1.02,71.74,26.19,43.39,95.8,1
9.74,70.21,17.07,65.76,145.01,1
2.65,86.92,28.01,46.86,116.11,1
3.39,85.04,25.75,69.01,127.49,1
3.39,92.31,11.48,66.75,107.86,1
2.69,68.69,18.14,55.62,98.64,1
0.51,97.74,16.75,69.33,101.95,1
7.43,99.73,25.7,52.27,149.16,1
9.69,38.16,18.21,28.13,114.78,1
2.63,89.47,23.69,32.75,103.48,1
6.8,64.99,22.05,37.22,118.48,1
7.55,57.13,29.51,24.43,124.63,1
8.56,72.92,28.76,69.8,158.57,1
4.51,33.92,18.55,45.72,91.31,1
3.38,65.45,24.47,26.55,96.44,1
3.59,90.96,26.59,77.4,136.51,1
7.27,44.94,27.98,67.86,137.5,1
8.26,59.85,11.36,51.66,116.37,1
2.23,95.76,16.04,37.32,94.4,1
4.02,60.0,16.4,30.62,88.03,1
9.07,55.09,18.69,52.09,130.54,1
8.16,60.84,13.39,81.97,134.37,1
9.86,66.36,19.92,33.19,132.18,1
7.67,74.24,23.26,59.81,140.51,1
4.24,86.05,19.95,87.32,133.44,1
6.11,61.65,23.32,64.6,128.6,1
6.78,87.22,11.33,50.8,117.96,1
1.25,67.36,27.52,70.15,110.8,1
5.67,53.69,28.78,77.72,137.53,1
7.24,76.06,22.36,61.34,138.07,1
2.09,80.24,27.63,81.03,126.6,1
7.92,69.06,12.63,56.02,122.1,1
6.05,33.96,25.95,78.1,127.86,1
9.55,41.89,12.38,86.64,135.95,1
0.9,49.97,18.16,55.09,80.17,1
3.02,49.78,16.48,62.35,93.93,1
6.21,77.14,21.71,62.66,132.01,1
3.32,31.28,16.03,74.7,93.83,1
7.29,82.9,22.75,77.61,149.83,1
7.71,48.57,17.35,21.91,102.67,1
1.47,51.7,27.22,71.34,106.0,1
5.38,66.95,22.68,74.87,130.51,1
5.33,45.11,14.31,69.03,106.0,1
4.01,91.91,16.72,69.96,120.88,1
9.36,35.98,26.95,22.9,122.43,1
8.36,61.11,17.73,50.94,126.67,1
7.12,89.46,20.72,77.27,148.22,1
7.29,73.11,22.98,85.38,150.14,1
4.89,50.46,16.96,36.06,92.99,1
9.25,59.45,15.88,60.54,133.37,1
7.1,79.47,19.51,76.3,141.8,1
7.43,98.13,14.3,72.67,141.62,1
8.69,92.52,15.68,63.32,144.33,1
3.1,53.97,11.24,21.31,67.7,1
8.17,99.87,16.08,70.67,148.42,1
2.35,30.25,16.41,74.13,87.88,1
3.78,31.93,29.24,70.6,114.61,1
3.69,87.67,21.79,73.61,126.7,1
9.8,43.96,25.75,50.16,140.09,1
8.64,34.25,10.91,89.56,126.68,1
7.16,46.6,12.13,73.96,116.78,1
7.41,59.83,26.29,60.51,138.08,1
5.84,81.14,22.47,85.39,143.9,1
9.5,73.7,13.82,83.57,149.0,1
5.21,46.63,18.1,77.02,115.57,1
4.11,65.23,20.77,59.46,111.64,1
2.05,94.83,26.87,56.9,118.99,1
7.97,87.05,11.21,43.01,120.96,1
7.48,52.62,21.93,37.56,117.6,1
4.15,98.76,24.34,55.87,128.85,1
0.74,79.6,29.56,60.44,110.84,1
8.47,34.37,26.14,37.12,122.34,1
0.61,32.46,15.52,84.58,82.21,1
7.19,41.79,24.19,59.01,125.65,1
9.72,80.95,25.27,56.86,157.04,1
4.66,42.86,24.59,50.49,107.23,1
2.73,65.8,26.4,24.06,94.33,1
7.2,36.53,28.07,81.77,140.8,1
8.26,94.46,11.97,42.19,126.39,1
5.69,54.08,12.1,64.97,106.41,1
9.69,93.57,25.93,62.52,165.72,1
0.99,96.14,15.05,60.91,97.43,1
5.3,30.43,11.17,56.8,89.13,1
7.33,62.49,18.02,32.7,112.36,1
8.7,31.73,26.4,39.64,124.31,1
2.2,93.61,12.53,56.69,97.78,1
8.1,66.29,23.44,75.25,147.9,1
5.75,35.25,10.07,50.24,88.82,1
4.27,37.72,12.19,34.27,76.13,1
1.75,56.85,17.02,26.16,71.85,1
8.72,95.82,11.67,66.41,141.36,1
1.99,78.5,26.92,49.63,108.54,1
3.44,90.73,27.28,28.78,112.24,1
3.26,55.65,25.11,67.21,113.09,1
8.78,33.02,14.85,34.53,105.43,1
6.89,98.2,20.46,55.63,139.12,1
8.07,31.2,13.68,41.43,102.14,1
2.88,96.34,15.63,85.22,121.87,1
6.44,55.81,20.32,35.98,109.43,1
5.93,30.71,24.7,49.39,109.61,1
8.41,78.24,11.89,87.16,143.17,1
9.11,98.64,15.93,42.31,139.17,1
0.62,97.59,28.53,65.12,118.11,1
6.9,41.27,18.58,42.17,106.86,1
0.99,42.69,28.78,27.75,80.06,1
5.71,69.59,29.83,63.93,138.81,1
3.23,74.61,20.53,84.12,122.08,1
3.41,81.76,15.76,51.68,102.64,1
3.85,42.67,25.82,63.83,110.81,1
6.4,97.13,13.19,62.62,128.35,1
3.67,74.71,15.04,49.06,98.99,1
7.46,89.29,25.7,63.04,150.55,1
4.34,67.8,18.67,38.15,100.24,1
1.15,59.0,14.03,46.46,74.78,1
7.95,98.4,23.02,50.96,147.07,1
3.21,70.75,24.66,80.48,124.79,1
4.61,90.68,12.5,44.38,104.87,1
7.01,96.73,15.54,64.46,136.29,1
3.66,77.27,14.43,34.94,91.98,1
1.04,68.43,17.6,37.68,78.85,1
4.05,30.25,25.27,65.39,107.0,1
9.47,32.8,24.27,73.36,143.02,1
6.6,44.06,23.25,52.35,118.27,1
6.88,43.02,10.13,43.46,95.41,1
6.51,47.83,12.84,83.72,119.31,1
2.39,51.35,14.47,29.51,71.34,1
4.47,55.2,15.44,70.45,107.28,1
7.63,59.44,12.93,68.31,123.11,1
1.46,36.92,18.21,68.32,85.0,1
3.14,32.97,11.5,85.48,92.02,1
3.13,77.18,25.0,70.97,122.64,1
4.6,67.61,25.75,41.11,113.82,1
9.81,61.09,21.49,44.74,137.9,1
1.14,74.41,11.79,47.38,77.98,1
5.43,87.94,27.8,22.16,120.54,1
2.2,59.94,29.31,83.95,123.12,1
9.72,74.88,14.05,25.15,121.92,1
1.58,96.75,24.09,68.99,118.81,1
4.33,88.77,26.84,71.11,137.3,1
7.51,59.82,20.8,79.06,139.72,1
7.19,75.13,16.47,58.74,127.27,1
4.52,42.39,19.57,70.77,108.82,1
3.79,69.24,20.25,41.19,101.41,1
4.28,98.69,18.01,72.19,128.27,1
3.01,66.28,28.6,44.04,109.49,1
2.45,94.93,24.88,83.2,131.59,1
